order,id,date,time,title,url,visitCount,typedCount,transition
548,786,3/13/2026,21:04:40,Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/placement_hub/home/,33,0,reload
549,4261,3/13/2026,21:02:21,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/edit/forms/summary/new/?profileFormEntryPoint=GUIDANCE_CARD,2,0,link
550,4262,3/13/2026,21:02:17,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/edit/forms/next-action/premium-upsell-about-card/,1,0,link
551,4261,3/13/2026,20:59:49,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/edit/forms/summary/new/?profileFormEntryPoint=GUIDANCE_CARD,2,0,link
552,1464,3/13/2026,20:59:29,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/,19,0,link
553,4258,3/13/2026,20:59:29,LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/edit/intro/,2,0,link
554,4259,3/13/2026,20:59:26,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/edit/forms/next-action/premium-upsell-top-card/,1,0,link
555,4258,3/13/2026,20:58:08,LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/edit/intro/,2,0,link
556,1464,3/13/2026,20:58:02,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/,19,0,link
557,4257,3/13/2026,20:58:00,Feed | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/?skipRedirect=true,5,0,link
558,4122,3/13/2026,20:57:45,LinkedIn,https://www.linkedin.com/notifications/?filter=all,9,4,typed
559,3351,3/13/2026,20:55:09,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
560,4254,3/13/2026,20:55:09,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
561,3351,3/13/2026,20:55:00,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
562,4254,3/13/2026,20:55:00,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
563,3351,3/13/2026,20:54:54,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
564,4254,3/13/2026,20:54:54,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
565,3351,3/13/2026,20:54:50,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
566,4254,3/13/2026,20:54:50,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
567,3351,3/13/2026,20:54:42,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
568,4254,3/13/2026,20:54:42,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
569,3351,3/13/2026,20:54:39,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
570,4254,3/13/2026,20:54:39,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
571,3351,3/13/2026,20:54:31,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
572,4254,3/13/2026,20:54:31,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
573,3351,3/13/2026,20:54:24,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
574,4254,3/13/2026,20:54:24,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
575,3351,3/13/2026,20:53:47,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
576,4254,3/13/2026,20:53:47,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
577,3351,3/13/2026,20:53:38,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
578,4254,3/13/2026,20:53:38,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
579,3351,3/13/2026,20:53:36,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
580,4254,3/13/2026,20:53:36,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
581,3351,3/13/2026,20:53:23,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
582,4254,3/13/2026,20:53:23,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
583,3351,3/13/2026,20:53:04,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,reload
584,3351,3/13/2026,20:52:59,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
585,4254,3/13/2026,20:52:59,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
586,3351,3/13/2026,20:52:51,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
587,4254,3/13/2026,20:52:51,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
588,3351,3/13/2026,20:52:31,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
589,4254,3/13/2026,20:52:31,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
590,3351,3/13/2026,20:52:21,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
591,4254,3/13/2026,20:52:21,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
592,4256,3/13/2026,20:50:40,Google Gemini,https://gemini.google.com/app/cfe1e845104d04b1?hl=en-IN,1,0,link
593,4251,3/13/2026,20:49:09,Google Gemini,https://gemini.google.com/app?hl=en-IN,2,0,link
594,3351,3/13/2026,20:45:28,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
595,4255,3/13/2026,20:45:28,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#work-sample,12,0,link
596,3351,3/13/2026,20:45:18,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
597,4255,3/13/2026,20:45:18,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#work-sample,12,0,link
598,3351,3/13/2026,20:42:45,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
599,4254,3/13/2026,20:42:45,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
600,3351,3/13/2026,20:42:40,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
601,4254,3/13/2026,20:42:40,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#edit-training,18,0,link
602,3351,3/13/2026,20:39:53,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
603,4253,3/13/2026,20:39:53,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#accomplishments,2,0,link
604,3351,3/13/2026,20:35:54,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
605,4253,3/13/2026,20:35:54,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3#accomplishments,2,0,link
606,4252,3/13/2026,20:31:49,Google Gemini,https://gemini.google.com/app/d956a93ef03f4be2?hl=en-IN,1,0,link
607,4251,3/13/2026,20:29:32,Google Gemini,https://gemini.google.com/app?hl=en-IN,2,0,link
608,4250,3/13/2026,20:29:30,‎Google Gemini,https://gemini.google.com/?hl=en-IN,1,0,link
609,4249,3/13/2026,20:29:26,gemini - Google Search,https://www.google.com/search?q=gemini&oq=grm&gs_lcrp=EgZjaHJvbWUqDggBEAAYChgLGLEDGIAEMgkIABBFGDkYgAQyDggBEAAYChgLGLEDGIAEMhEIAhAAGAoYCxiDARixAxiABDIOCAMQABgKGAsYsQMYgAQyEQgEEAAYChgLGIMBGLEDGIAEMgkIBRAAGAoYgAQyEQgGEAAYChgLGIMBGLEDGIAEMgYIBxAFGEDSAQgyMzMwajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,1,0,generated
610,3351,3/13/2026,20:28:16,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
611,4246,3/13/2026,20:28:14,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?utm_source=placement_hub_resume&source=placement_hub_resume&course_url=data-science-specialization-v3&alp=dWlkPTIwNzk2MTUyJm10eXBlPWFsbyZzZD0yMDI2LTAzLTEzJnJzPTUyNTI2OTVkJnNpZz1kYTk2NmRiYTMzMDRlM2ZmMGIwYzQ4ZjIyMmE1ODgxNGQ2ZWQ2NmYzYTI4ZmM2NjAwODljMTIzYzY2NmZmMjc4,2,0,link
612,4248,3/13/2026,20:27:15,ResumeFeedback.pdf,file:///C:/Users/sony/Downloads/ResumeFeedback.pdf,1,0,link
613,4247,3/13/2026,20:27:04,[Action Required] Update your resume before your resume review session - sumitsharma78437@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/FMfcgzQfCMvFPZJhsWHnXXsbZpZZnMJM,1,0,link
614,355,3/13/2026,20:27:00,"Inbox (3,729) - sumitsharma78437@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,18,0,link
615,296,3/13/2026,20:26:56,"Inbox (3,729) - sumitsharma78437@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl,6,0,link
616,3351,3/13/2026,20:26:38,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
617,4246,3/13/2026,20:26:37,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?utm_source=placement_hub_resume&source=placement_hub_resume&course_url=data-science-specialization-v3&alp=dWlkPTIwNzk2MTUyJm10eXBlPWFsbyZzZD0yMDI2LTAzLTEzJnJzPTUyNTI2OTVkJnNpZz1kYTk2NmRiYTMzMDRlM2ZmMGIwYzQ4ZjIyMmE1ODgxNGQ2ZWQ2NmYzYTI4ZmM2NjAwODljMTIzYzY2NmZmMjc4,2,0,link
618,3681,3/13/2026,20:25:13,Video-Resume-Sample.mp4 - Google Drive,https://drive.google.com/file/d/1QG0bxizEshbypVW_14bAozXau80zCcrm/view,3,0,link
619,3680,3/13/2026,20:25:12,Video-Resume-Sample.mp4 - Google Drive,https://drive.google.com/file/d/1QG0bxizEshbypVW_14bAozXau80zCcrm/view?usp=sharing,3,0,link
620,786,3/13/2026,20:24:55,Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/placement_hub/home/,33,0,link
621,585,3/13/2026,20:24:45,Data Science Course Overview - Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/overview/,176,0,link
622,571,3/13/2026,20:24:42,Internshala Trainings,https://trainings.internshala.com/dashboard/specializations/,5,0,link
623,4244,3/13/2026,20:24:38,Internshala Trainings,https://trainings.internshala.com/placement_hub/home/data-science-specialization-v3/,2,0,link
624,3351,3/13/2026,20:23:49,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
625,4242,3/13/2026,20:23:48,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?utm_source=placement_hub_resume&source=placement_hub_resume&course_url=data-science-specialization-v3&alp=dWlkPTIwNzk2MTUyJm10eXBlPWFsbyZzZD0yMDI2LTAzLTEzJnJzPWU5NjI5NDM0JnNpZz01Yjc4ZGQzNTc2N2FmZjA0ZTQxNGQ2OTU5MjU3ZWY1ODRlMDM3YzgyNzM1OGQxYWU1OTYxZGY3ODE0MTk0Yzli,1,0,link
626,786,3/13/2026,20:23:04,Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/placement_hub/home/,33,0,reload
627,786,3/13/2026,20:19:08,Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/placement_hub/home/,33,0,link
628,3349,3/13/2026,20:18:23,Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/placement_hub/schedule_session/resume_vetting_mock_pi/,5,0,link
629,786,3/13/2026,20:18:19,Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/placement_hub/home/,33,0,link
630,585,3/13/2026,20:18:11,Data Science Course Overview - Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/overview/,176,0,link
631,585,3/13/2026,20:18:10,Data Science Course Overview - Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/overview/,176,0,link
632,4239,3/13/2026,20:17:48,Error,https://trainings.internshala.com/pgc/dashboard/,6,0,reload
633,4239,3/13/2026,20:17:44,Error,https://trainings.internshala.com/pgc/dashboard/,6,0,link
634,4232,3/13/2026,20:17:36,Internshala Trainings,https://trainings.internshala.com/certificate/share/general-aptitude,6,0,reload
635,4237,3/13/2026,20:17:36,Internshala Trainings,https://trainings.internshala.com/certificate/share/general-aptitude/,5,0,reload
636,4236,3/13/2026,20:16:37,Feed | LinkedIn,https://www.linkedin.com/feed/?shareActive=true&text=A%20little%20progress%20each%20day%20adds%20up%20to%20big%20results%21%20I%20am%20glad%20to%20share%20that%20I%20have%20successfully%20completed%20General%20Aptitude%20course%20from%20Internshala%20Trainings.%20Check%20out%20my%20certificate%20here%21%20&url=https%3A%2F%2Ftrainings.internshala.com%2Fs%2Fv%2F3867836%2F1313b193&shareUrl=https%3A%2F%2Ftrainings.internshala.com%2Fs%2Fv%2F3867836%2F1313b193&linkOrigin=LI_BADGE,1,0,link
637,4233,3/13/2026,20:16:27,LinkedIn,https://www.linkedin.com/shareArticle?mini=true&url=https://trainings.internshala.com/s/v/3867836/1313b193&text=A%20little%20progress%20each%20day%20adds%20up%20to%20big%20results!%20I%20am%20glad%20to%20share%20that%20I%20have%20successfully%20completed%20General%20Aptitude%20course%20from%20Internshala%20Trainings.%20Check%20out%20my%20certificate%20here!%20,1,0,link
638,4232,3/13/2026,20:16:17,Internshala Trainings,https://trainings.internshala.com/certificate/share/general-aptitude,6,0,link
639,4231,3/13/2026,20:15:47,Internshala Trainings,https://trainings.internshala.com/certificate/preview/general-aptitude,1,0,link
640,4230,3/13/2026,20:15:15,Internshala Trainings,https://trainings.internshala.com/certificate/details/general-aptitude/,1,0,link
641,4228,3/13/2026,20:15:14,Internshala Trainings,https://trainings.internshala.com/certificate/preview/general-aptitude/yes/no,1,0,link
642,4227,3/13/2026,20:13:41,Internshala Trainings,https://trainings.internshala.com/feedback/index/general-aptitude/no/,1,0,link
643,4223,3/13/2026,20:13:12,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/final-test/,2,0,link
644,4223,3/13/2026,19:57:58,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/final-test/,2,0,link
645,4222,3/13/2026,19:57:50,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/module-test/2101,2,0,link
646,4222,3/13/2026,19:48:20,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/module-test/2101,2,0,link
647,4221,3/13/2026,19:48:07,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39142,5,0,link
648,4221,3/13/2026,19:47:54,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39142,5,0,link
649,4221,3/13/2026,19:47:43,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39142,5,0,link
650,4221,3/13/2026,19:47:31,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39142,5,0,link
651,4221,3/13/2026,19:47:14,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39142,5,0,link
652,4220,3/13/2026,19:47:11,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39141,1,0,link
653,4219,3/13/2026,19:46:59,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39140,5,0,link
654,4219,3/13/2026,19:46:44,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39140,5,0,link
655,4219,3/13/2026,19:46:30,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39140,5,0,link
656,4219,3/13/2026,19:45:25,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39140,5,0,link
657,4219,3/13/2026,19:44:32,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39140,5,0,link
658,3813,3/13/2026,19:44:24,Internshala Trainings,https://trainings.internshala.com/learn/general-aptitude/screen/39139,2,0,link
659,3415,3/13/2026,19:44:21,Progress Report | Internshala Trainings,https://trainings.internshala.com/progress/home/general-aptitude/?parent_course_url=data-science-specialization-v3,30,0,link
660,786,3/13/2026,19:44:02,Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/placement_hub/home/,33,0,link
661,585,3/13/2026,19:43:16,Data Science Course Overview - Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/overview/,176,0,link
662,663,3/13/2026,19:43:07,Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/marksheet/,15,0,link
663,585,3/13/2026,19:42:58,Data Science Course Overview - Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/overview/,176,0,link
664,583,3/13/2026,19:42:55,Internshala Trainings,https://trainings.internshala.com/dashboard/specializations/?tracking_source=signup,99,0,link
665,582,3/13/2026,19:42:49,Data Science Placement Course with AI,https://trainings.internshala.com/data-science-placement-guarantee-course/?utm_source=is_web_custom_homepage_banner,93,0,link
666,581,3/13/2026,19:42:36,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/dashboard,79,11,link
667,4218,3/13/2026,19:42:33,internshala - Google Search,https://www.google.com/search?q=internshala&oq=in&gs_lcrp=EgZjaHJvbWUqDAgEECMYJxiABBiKBTIGCAAQRRg5MgYIARBFGDwyDQgCEAAYgwEYsQMYgAQyDAgDECMYJxiABBiKBTIMCAQQIxgnGIAEGIoFMgYIBRBFGDwyBggGEEUYPDIGCAcQRRg80gEINTQ2OWowajeoAgCwAgA&sourceid=chrome&ie=UTF-8&zx=1773411153643&no_sw_cr=1,1,0,link
668,4217,3/13/2026,19:42:30,internshala - Google Search,https://www.google.com/search?q=internshala&oq=in&gs_lcrp=EgZjaHJvbWUqDAgEECMYJxiABBiKBTIGCAAQRRg5MgYIARBFGDwyDQgCEAAYgwEYsQMYgAQyDAgDECMYJxiABBiKBTIMCAQQIxgnGIAEGIoFMgYIBRBFGDwyBggGEEUYPDIGCAcQRRg80gEINTQ2OWowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,1,0,generated
669,4193,3/11/2026,17:30:58,Meet – Sumit Sharma and Data Science,https://meet.google.com/hks-gehq-vfa,3,0,link
670,4216,3/11/2026,17:25:52,Welcome to Colab - Colab,https://colab.research.google.com/#scrollTo=WJjhNlOxuIFI,2,0,link
671,4216,3/11/2026,17:16:46,Welcome to Colab - Colab,https://colab.research.google.com/#scrollTo=WJjhNlOxuIFI,2,0,link
672,4215,3/11/2026,17:16:40,Welcome to Colab - Colab,https://colab.research.google.com/#,1,0,link
673,4214,3/11/2026,17:16:34,Welcome to Colab - Colab,https://colab.research.google.com/,2,0,link
674,4213,3/11/2026,17:16:32,google colab - Google Search,https://www.google.com/search?q=google+colab&oq=google+coll&gs_lcrp=EgZjaHJvbWUqEQgBEAAYChgLGIMBGLEDGIAEMgYIABBFGDkyEQgBEAAYChgLGIMBGLEDGIAEMhEIAhAAGAoYCxiDARixAxiABDIRCAMQABgKGAsYgwEYsQMYgAQyDggEEAAYChgLGLEDGIAEMg4IBRAAGAoYCxixAxiABDIRCAYQABgKGAsYgwEYsQMYgAQyBggHEAUYQNIBCDkzNjJqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,2,0,generated
675,4214,3/11/2026,17:16:18,Welcome to Colab - Colab,https://colab.research.google.com/,2,0,link
676,4213,3/11/2026,17:16:15,google colab - Google Search,https://www.google.com/search?q=google+colab&oq=google+coll&gs_lcrp=EgZjaHJvbWUqEQgBEAAYChgLGIMBGLEDGIAEMgYIABBFGDkyEQgBEAAYChgLGIMBGLEDGIAEMhEIAhAAGAoYCxiDARixAxiABDIRCAMQABgKGAsYgwEYsQMYgAQyDggEEAAYChgLGLEDGIAEMg4IBRAAGAoYCxixAxiABDIRCAYQABgKGAsYgwEYsQMYgAQyBggHEAUYQNIBCDkzNjJqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,2,0,generated
677,4212,3/11/2026,16:53:04,MYSQL : Rated books - Google Docs,https://docs.google.com/document/d/1SGt-o8cLmb_2_IW_pyzemvAnFLfvW1KceFdJ2cXr65c/edit?tab=t.0,1,0,link
678,4211,3/11/2026,16:53:01,MYSQL : Rated books - Google Docs,https://docs.google.com/document/d/1SGt-o8cLmb_2_IW_pyzemvAnFLfvW1KceFdJ2cXr65c/edit?usp=sharing,1,0,link
679,4209,3/11/2026,16:41:37,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=75868821#gid=75868821,8,0,link
680,4210,3/11/2026,16:41:17,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=1811577606#gid=1811577606,7,0,link
681,4209,3/11/2026,16:41:00,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=75868821#gid=75868821,8,0,link
682,4210,3/11/2026,16:40:55,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=1811577606#gid=1811577606,7,0,link
683,4209,3/11/2026,16:40:33,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=75868821#gid=75868821,8,0,link
684,4210,3/11/2026,16:40:21,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=1811577606#gid=1811577606,7,0,link
685,4209,3/11/2026,16:40:15,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=75868821#gid=75868821,8,0,link
686,4210,3/11/2026,16:40:11,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=1811577606#gid=1811577606,7,0,link
687,4209,3/11/2026,16:39:13,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=75868821#gid=75868821,8,0,link
688,4210,3/11/2026,16:38:50,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=1811577606#gid=1811577606,7,0,link
689,4209,3/11/2026,16:38:31,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=75868821#gid=75868821,8,0,link
690,4210,3/11/2026,16:38:25,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=1811577606#gid=1811577606,7,0,link
691,4209,3/11/2026,16:37:48,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=75868821#gid=75868821,8,0,link
692,4210,3/11/2026,16:37:46,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=1811577606#gid=1811577606,7,0,link
693,4209,3/11/2026,16:37:39,Copy of BigBasket.xlsx - Google Sheets,https://docs.google.com/spreadsheets/d/1JYkavVzvTCYHiZ_dLVVQ1p6kyJxp5K1w/edit?gid=75868821#gid=75868821,8,0,link
